"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"EXT-320","SAN BLAS DE CILLEROS SOCIEDAD COOPERATIVA","CACERES","Cilleros","10895","Sociedades Cooperativas Agrarias",16/12/72
"EXT-251","S. COOP. DEL ALAGÓN (COPAL)","CACERES","Coria","10800","Sociedades Cooperativas Agrarias",17/09/58
"EXT-879","S. COOP. COPRETAL","CACERES","Coria","10800","Sociedades Cooperativas Agrarias",24/11/00
"EXT-384","MÁS ALLÁ TEXTIL, SOCIEDAD COOPERATIVA","CACERES","Coria","10800","Sociedades Cooperativas de Trabajo Asociado",26/05/05
"EXT-385","IMECORPA, SOCIEDAD COOPERATIVA","CACERES","Coria","10800","Sociedades Cooperativas de Trabajo Asociado",12/11/99
"EXT-499","FORNOEX, S. COOP. ESPECIAL","CACERES","Coria","10800","Sociedades Cooperativas de Trabajo Asociado",30/03/07
"EXT-582","ZIRCUS, SOCIEDAD COOPERATIVA","CACERES","Coria","10800","Sociedades Cooperativas de Trabajo Asociado",19/06/03
"EXT-912","ARENITA, S. COOP. ESPECIAL","CACERES","Coria","10800","Sociedades Cooperativas de Trabajo Asociado",23/02/11
23869,"SOCIEDAD COOPERATIVA YUSTE","CACERES","Cuacos de Yuste","10430","Sociedades Cooperativas Agrarias",12/06/78
"EXT-772","BROGOR, S. COOP. ESPECIAL","CACERES","Deleitosa","10370","Sociedades Cooperativas de Trabajo Asociado",08/07/08
24722,"SOCIEDAD COOPERATIVA DE VIVIENDAS CLIMA","CACERES","Descargamaria","10866","Sociedades Cooperativas de Viviendas",06/02/79
"EXT-355","SOFREX SOCIEDAD COOPERATIVA","CACERES","Fresnedoso de Ibor","10328","Sociedades Cooperativas de Trabajo Asociado",19/09/05
"EXT-975","SOCIEDAD COOPERATIVA GANAGROEX","CACERES","Galisteo","10691","Sociedades Cooperativas Agrarias",13/05/98
"10-CC-547","FORJA NORTE DE EXTREMADURA S. COOP.","CACERES","Garganta (La)","10759","Sociedades Cooperativas de Trabajo Asociado",09/03/00
"EXT-930","SAN ANTON SOCIEDAD COOPERATIVA","CACERES","Garganta (La)","10759","Sociedades Cooperativas de Trabajo Asociado",29/04/72
"EXT-1164","SETAS AD FAUCES, SOCIEDAD COOPERATIVA ESPECIAL","CACERES","Garganta la Olla","10412","Sociedades Cooperativas Agrarias",03/04/18
"EXT-659","SAN LORENZO DE GARGANTA LA OLLA S. COOP. LTDA.","CACERES","Garganta la Olla","10412","Sociedades Cooperativas Agroalimentarias",11/12/74
"EXT-246","SOCIEDAD COOPERATIVA SAN PABLO APÓSTOL","CACERES","Gargantilla","10749","Sociedades Cooperativas Agrarias",13/10/67
"10-CC-610","COTERGA, SOCIEDAD COOPERATIVA","CACERES","Garrovillas de Alconetar","10940","Sociedades Cooperativas Agrarias",30/03/04
2482,"COOPERATIVA CATÓLICA DEL CAMPO LA CARIDAD","CACERES","Garrovillas de Alconetar","10940","Sociedades Cooperativas Agrarias",30/09/46
"CC-063","VILLA-GARRO, S. COOP. LTDA.","CACERES","Garrovillas de Alconetar","10940","Sociedades Cooperativas de Trabajo Asociado",25/03/82
"EXT-277","POZO NUEVO SOCIEDAD COOPERATIVA LIMITADA","CACERES","Garrovillas de Alconetar","10940","Sociedades Cooperativas de Trabajo Asociado",07/05/99
"EXT-906","NUESTRA SEÑORA DE ALTA GRACIA, S. COOP. LTDA.","CACERES","Garrovillas de Alconetar","10940","Sociedades Cooperativas de Trabajo Asociado",11/02/82
"10-CC-407","S. COOP. LTDA. DE VIVIENDAS DE GARROVILLAS","CACERES","Garrovillas de Alconetar","10940","Sociedades Cooperativas de Viviendas",02/12/92
"EXT-321","S. COOP. LA ACEÑA","CACERES","Gata","10860","Sociedades Cooperativas Agrarias",11/06/02
"EXT-1246","RESINAS Y DESBROCES VILLA DE GATA, SOCIEDAD COOPERATIVA","CACERES","Gata","10860","Sociedades Cooperativas de Trabajo Asociado",16/07/20
"EXT-731","SOCIEDAD COOPERATIVA UNIÓN OLIVARERA","CACERES","Guadalupe","10140","Sociedades Cooperativas Agroalimentarias",19/12/47
"EXT-084","SOCIEDAD COOPERATIVA AGRARIA DE Segundo Grado ACEITUNERA GRANADILLA","CACERES","Guijo de Granadilla","10665","Segundo Grado",03/06/99
"EXT-345","SOCIEDAD COOPERATIVA DEL CAMPO GABRIEL Y GALAN","CACERES","Guijo de Granadilla","10665","Sociedades Cooperativas Agrarias",12/07/67
"EXT-788","S. COOP. CRISTU BENDITU","CACERES","Guijo de Granadilla","10665","Sociedades Cooperativas Agrarias",14/01/83
"EXT-793","SOCIEDAD COOPERATIVA GANADEROS DE CAPARRA","CACERES","Guijo de Granadilla","10665","Sociedades Cooperativas Agrarias",15/05/01
"EXT-286","SOCIEDAD COOPERATIVA AGRARIA DE LAS NIEVES","CACERES","Guijo de Santa Barbara","10459","Sociedades Cooperativas Agroalimentarias",12/06/78
"EXT-322","S. COOP. DEL CAMPO SAN SEBASTIÁN","CACERES","Hernan-Perez","10868","Sociedades Cooperativas Agrarias",07/05/69
"EXT-831","QUESERÍAS VALLE DEL ARRAGO, S. COOP.","CACERES","Hernan-Perez","10868","Sociedades Cooperativas de Trabajo Asociado",10/11/99
"EXT-252","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO DE HERVÁS","CACERES","Hervas","10700","Sociedades Cooperativas Agrarias",26/11/55
"10-CC-527","VALLE DEL AMBROZ CONSTRUCCIONES S. COOP.","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",14/04/99
"CC-012","SOCIEDAD COOPERATIVA LIMITADA LA CASITA","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",10/07/80
"CC-031","PISCIFACTORIA COOPERATIVA MARINEJO, S. COOP. LTDA.","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",16/03/81
"EXT-258","COARTHE, COOPERATIVA ARTESANA HERVASENSE SOCIEDAD COOPERATIVA","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",03/11/71
"EXT-275","AMBROZ ARTESANA DEL MUEBLE, SOCIEDAD COOPERATIVA","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",18/01/82
"EXT-282","SOCIEDAD COOPERATIVA LIMITADA DE TRABAJO ASOCIADO MATERIALES DE CONSTRUCCIÓN Y TRANSPORTES GARCÍA","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",24/02/83
"EXT-798","ENVASES FUENTE DEL ALISO, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",17/02/86
"EXT-820","SOCIEDAD COOPERATIVA LAVANBA HERVÁS","CACERES","Hervas","10700","Sociedades Cooperativas de Trabajo Asociado",25/06/01
"CC-173","SOCIEDAD COOPERATIVA LIMITADA MAFERGA","CACERES","Higuera de Albalat","10359","Sociedades Cooperativas de Trabajo Asociado",30/04/86
"EXT-825","SOCIEDAD COOPERATIVA DEL CAMPO SAN ROQUE","CACERES","Holguera","10829","Sociedades Cooperativas Agrarias",13/05/70
23477,"SOCIEDAD COOPERATIVA INDUSTRIAL AGRARIA DEL NOROESTE DE EXTREMADURA C.I.A.D.E.X.","CACERES","Hoyos","10850","Sociedades Cooperativas Agrarias",03/03/78
22946,"SOCIEDAD COOPERATIVA VIRGEN DE LA JARA","CACERES","Ibahernando","10280","Sociedades Cooperativas Agrarias",08/07/77
13476,"COOPERATIVA Y CAJA RURAL AGRÍCOLA SAN ISIDRO","CACERES","Jaraicejo","10380","Sociedades Cooperativas Agrarias",21/05/66
13707,"COOPERATIVA AGRICOLA NUESTRA SRA. DE LA ASUNCIÓN","CACERES","Jaraicejo","10380","Sociedades Cooperativas Agrarias",22/07/66
15851,"COOPERATIVA REGIONAL GANADERA SAN ANTÓN","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas Agrarias",12/06/68
"CC-038","FRAMBUESAS DE LA VERA, S. COOP. LTDA.","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas Agrarias",02/06/81
"EXT-1095","SOCIEDAD COOPERATIVA VEGAS DE LA VERA","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas Agrarias",30/05/89
"EXT-278","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DEL SALOBRAR","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas Agrarias",03/07/56
"EXT-701","SOCIEDAD COOPERATIVA UNIÓN DE PRODUCTORES DE PIMENTÓN","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas Agrarias",08/03/45
"CC-122","CONGELADOS EXTREMEÑOS DE LA VERA, S. COOP. LTDA.","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas de Trabajo Asociado",28/01/85
"EXT-135","TRANSPORTISTAS VIRGEN DEL SALOBRAR, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas de Transportistas",28/07/89
"10-CC-499","S. COOP. DE VIVIENDAS VIRGEN DE SALOBRAR DE JARAÍZ","CACERES","Jaraiz de la Vera","10400","Sociedades Cooperativas de Viviendas",16/01/97
11726,"COOPERATIVA DEL CAMPO NTRA. SRA. DE SOPETRAN","CACERES","Jarandilla de la Vera","10450","Sociedades Cooperativas Agrarias",11/07/64
"CC-145","LA FLOR DE LA VERA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Jarandilla de la Vera","10450","Sociedades Cooperativas Agrarias",05/09/85
18304,"COOPERATIVA INDUSTRIAL VETONIA","CACERES","Jarandilla de la Vera","10400","Sociedades Cooperativas de Trabajo Asociado",20/02/71
"EXT-871","SOCIEDAD COOPERATIVA DE TRANSPORTES Y MAQUINARIA VERATA","CACERES","Jarandilla de la Vera","10450","Sociedades Cooperativas de Trabajo Asociado",22/07/92
16718,"COOPERATIVA GANADERA DE EXPLOTACIÓN Y TRABAJO COMUNITARIO DE LA TIERRA RUTA DE LA PLATA","CACERES","Jarilla","10728","Sociedades Cooperativas Agrarias",07/05/69
"10-CC-465","ARTESANOS DEL QUESO DEL VALLE DEL JERTE, S. COOP.","CACERES","Jerte","10612","Sociedades Cooperativas Agrarias",23/11/94
"EXT-114","SOCIEDAD COOPERATIVA SANTO CRISTO DEL AMPARO DE JERTE","CACERES","Jerte","10612","Sociedades Cooperativas Agroalimentarias",25/10/61
"EXT-867","SOCIEDAD COOPERATIVA DEL CAMPO SAN MATEO","CACERES","Logrosan","10120","Sociedades Cooperativas Agroalimentarias",29/05/56
"EXT-905","ALTO RUECAS, S. COOP.","CACERES","Logrosan","10120","Sociedades Cooperativas Agroalimentarias",26/01/11
"CC-199","SOCIEDAD COOPERATIVA LIMITADA MECÁNICA DE LOGROSÁN","CACERES","Logrosan","10120","Sociedades Cooperativas de Trabajo Asociado",26/02/87
"EXT-1027","LIMPIEZA Y RECUPERACIÓN MARINA, S. COOP. ESPECIAL","CACERES","Logrosan","10120","Sociedades Cooperativas de Trabajo Asociado",17/02/14
"EXT-120","SOCIEDAD COOPERATIVA VILLUERCLAJE","CACERES","Logrosan","10120","Sociedades Cooperativas de Trabajo Asociado",25/05/05
"EXT-348","COTRALO, S. COOP.","CACERES","Logrosan","10120","Sociedades Cooperativas de Transportistas",18/11/91
"EXT-941","AGRUPACIÓN DE CAPRINO DE EXTREMADURA, AGRUCAEX, S. COOP. ESPECIAL","CACERES","Losar de la Vera","10460","Cooperación y Colaboración Empresarial",23/11/11
"EXT-067","SOCIEDAD COOPERATIVA AGRARIA DE LOSAR DE LA VERA","CACERES","Losar de la Vera","10460","Sociedades Cooperativas Agrarias",26/03/55
"EXT-961","UNIÓN COOPERATIVA DE CAPRINO, SOCIEDAD COOPERATIVA","CACERES","Losar de la Vera","10460","Sociedades Cooperativas Agrarias",04/07/12
"EXT-506","SERVIMAYOR LOSAR S. COOP.","CACERES","Losar de la Vera","10460","Sociedades Cooperativas de Consumidores y Usuarios",09/04/07
"CC-109","SOCIEDAD COOPERATIVA LIMITADA LA VERATA","CACERES","Losar de la Vera","10460","Sociedades Cooperativas de Trabajo Asociado",27/07/84
"CC-028","SOCIEDAD COOPERATIVA LIMITADA DE VIVIENDAS LOSAREÑA COVILO","CACERES","Losar de la Vera","10460","Sociedades Cooperativas de Viviendas",05/02/81
"CC-157","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO MAJA ALARDOS","CACERES","Madrigal de la Vera","10480","Sociedades Cooperativas Agrarias",10/12/85
"CC-207","COOPERATIVA ARTESANA VERATOS, S. COOP. LTDA.","CACERES","Madrigal de la Vera","10480","Sociedades Cooperativas de Trabajo Asociado",22/04/87
"EXT-069","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO SAN JUAN DE MADRIGALEJO","CACERES","Madrigalejo","10110","Sociedades Cooperativas Agrarias",18/12/63
"10-CC-341","PALETS EXTREMEÑOS S. COOP.","CACERES","Madrigalejo","10110","Sociedades Cooperativas de Trabajo Asociado",20/02/91
"EXT-310","UNION PANADERA DE MADRIGALEJO, S. COOP.","CACERES","Madrigalejo","10110","Sociedades Cooperativas de Trabajo Asociado",05/09/89
23783,"SOCIEDAD COOPERATIVA DEL CAMPO EXMA","CACERES","Madroñera","10210","Sociedades Cooperativas Agrarias",26/05/78
"EXT-1202","TU DESTINO, SOCIEDAD COOPERATIVA ESPECIAL","CACERES","Madroñera","10210","Sociedades Cooperativas de Trabajo Asociado",05/04/19
"CC-075","MAJADAS INDUSTRIAL, S. COOP. LTDA","CACERES","Majadas de Tietar","10529","Sociedades Cooperativas de Trabajo Asociado",13/09/82
"10-CC-347","COMERCIAL CACEREÑA S. COOP.","CACERES","Malpartida de Caceres","10910","Sociedades Cooperativas de Trabajo Asociado",06/05/91
22270,"SOCIEDAD COOPERATIVA MALPARTIDEÑA TEXTIL, COMALTEX","CACERES","Malpartida de Caceres","10910","Sociedades Cooperativas de Trabajo Asociado",24/11/76
"CC-097","SOCIEDAD COOPERATIVA LIMITADA CERES TEXTIL","CACERES","Malpartida de Caceres","10910","Sociedades Cooperativas de Trabajo Asociado",30/11/83
"EXT-1024","ADAEGINA, S. COOP. LTDA.","CACERES","Malpartida de Caceres","10910","Sociedades Cooperativas de Trabajo Asociado",10/10/01
"EXT-896","VULCANO, S. COOP. ESPECIAL","CACERES","Malpartida de Caceres","10910","Sociedades Cooperativas de Trabajo Asociado",21/10/10
24776,"SOCIEDAD COOPERATIVA DE VIVIENDAS SAN ANTONIO","CACERES","Malpartida de Caceres","10910","Sociedades Cooperativas de Viviendas",21/02/79
"EXT-401","SOCIEDAD COOPERATIVA ALMAZARA","CACERES","Malpartida de Plasencia","10680","Sociedades Cooperativas Agrarias",30/09/65
"EXT-248","CONVENTO SAN MARCOS SOCIEDAD COOPERATIVA","CACERES","Marchagaz","10662","Sociedades Cooperativas Agrarias",09/11/04
"EXT-324","SOCIEDAD COOPERATIVA MAJADAHONDA","CACERES","Marchagaz","10662","Sociedades Cooperativas Agrarias",20/07/88
"EXT-697","SANTIAGO APÓSTOL S. COOP.","CACERES","Marchagaz","10662","Sociedades Cooperativas Agrarias",12/06/68
"EXT-1211","SOCIEDAD COOPERATIVA LIMITADA MEGABI","CACERES","Membrio","10580","Sociedades Cooperativas Agrarias",16/01/86
"EXT-296","LA MEMBRILLERA, S. COOP.","CACERES","Membrio","10580","Sociedades Cooperativas de Trabajo Asociado",18/01/00
"EXT-033","EXTREMEÑA DE ARROCES, SOCIEDAD COOPERATIVA","CACERES","Miajadas","10100","Segundo Grado",19/01/00
"EXT-016","INICIATIVA RURAL SOCIEDAD COOPERATIVA DE EXTREMADURA","CACERES","Miajadas","10100","Sociedades Cooperativas Agrarias",16/05/97
"EXT-105","SAN MARCOS DE MIAJADAS S. COOP. LTDA.","CACERES","Miajadas","10100","Sociedades Cooperativas Agrarias",30/07/04
"EXT-1264","FRUTÍCOLA EXTREMEÑA SOCIEDAD COOPERATIVA","CACERES","Miajadas","10100","Sociedades Cooperativas Agroalimentarias",20/05/21
"EXT-304","SAN ISIDRO DE MIAJADAS, S. COOP.","CACERES","Miajadas","10100","Sociedades Cooperativas Agroalimentarias",17/02/65
"EXT-045","VECA, SOCIEDAD COOPERATIVA","CACERES","Miajadas","10100","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",24/09/80
18859,"COOPERATIVA TALLERES EXTREMADURA, SOC. COOP.","CACERES","Miajadas","10100","Sociedades Cooperativas de Trabajo Asociado",22/04/72
23620,"SOCIEDAD COOPERATIVA DE LA CONSTRUCCIÓN LA EDIFICADORA MIAJADEÑA","CACERES","Miajadas","10100","Sociedades Cooperativas de Trabajo Asociado",13/04/78
"EXT-335","COTEXMI, S. COOP. LTDA.","CACERES","Miajadas","10100","Sociedades Cooperativas de Trabajo Asociado",24/09/80
"EXT-027","CASAMI S. COOP.","CACERES","Miajadas","10100","Sociedades Cooperativas de Transportistas",23/09/98
"EXT-491","COVELTA, S. COOP. LTDA.","CACERES","Miajadas","10100","Sociedades Cooperativas de Transportistas",28/11/91
13989,"COOPERATIVA DEL CAMPO Y CAJA RURAL SAN FRANCISCO DE ASÍS","CACERES","Millanes de la Mata","10394","Sociedades Cooperativas Agrarias",10/11/66
16327,"COOPERATIVA DE PRODUCCIÓN VIRGEN DE LA JARRERA","CACERES","Mirabel","10540","Sociedades Cooperativas de Trabajo Asociado",14/12/68
"EXT-083","KERKUS SUBER, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Moheda de Gata (La)","10849","Sociedades Cooperativas Agrarias",17/11/03
"EXT-358","S. COOP. SAN ISIDRO DE LA MOHEDA","CACERES","Moheda de Gata (La)","10849","Sociedades Cooperativas Agroalimentarias",30/12/65
"CC-060","TRUCHERA LA MOHEDA, S. COOP. LTDA","CACERES","Moheda de Gata (La)","10849","Sociedades Cooperativas de Trabajo Asociado",23/03/82
"EXT-375","ACEITUNAS VERDES DE MOHEDAS, S. COOP. LTDA.","CACERES","Mohedas de Granadilla","10664","Sociedades Cooperativas Agroalimentarias",30/04/68
"EXT-216","DOLUPLA, S. COOP.","CACERES","Mohedas de Granadilla","10664","Sociedades Cooperativas de Trabajo Asociado",06/06/06
"EXT-1196","SOCIEDAD COOPERATIVA CUATRO LUGARES","CACERES","Monroy","10194","Sociedades Cooperativas Agrarias",17/03/92
"EXT-548","UNIÓN DE GANADEROS DE LAS TORRES S. COOP.","CACERES","Montanchez","10170","Sociedades Cooperativas Agrarias",03/11/00
"EXT-666","SOCIEDAD COOPERATIVA COMARCAL DEL CAMPO DE LA COMARCA DE MONTÁNCHEZ","CACERES","Montanchez","10170","Sociedades Cooperativas Agrarias",15/12/70
"EXT-824","SOCIEDAD COOPERATIVA ALMAZARA NUESTRA SEÑORA DE LA CONSOLACIÓN","CACERES","Montanchez","10170","Sociedades Cooperativas Agrarias",03/05/56
"EXT-058","ACEITUNERA DEL NORTE DE CÁCERES, SOCIEDAD COOPERATIVA LIMITADA DE Segundo Grado (ACENORCA)","CACERES","Montehermoso","10810","Segundo Grado",23/11/82
"EXT-784","COOPERATIVA DE COMERCIALIZACIÓN DE PRODUCTOS AGRARIOS Y GANADEROS EXTREMEÑOS, SOCIEDAD COOPERATIVA DE ULTERIOR GRADO","CACERES","Montehermoso","10810","Segundo Grado",17/09/08
"EXT-207","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE VALDEFUENTES","CACERES","Montehermoso","10810","Sociedades Cooperativas Agrarias",26/07/67
"CC-059","TRUCHERA MONTEHERMOSO, S. COOP. LTDA.","CACERES","Montehermoso","10810","Sociedades Cooperativas de Trabajo Asociado",23/03/82
"CC-076","MONTEHERMOSEÑA DEL MUEBLE, S. COOP. LTDA","CACERES","Montehermoso","10810","Sociedades Cooperativas de Trabajo Asociado",23/09/82
"CC-091","TRABAJADORES TEXTILES DE MONTEHERMOSO, S. COOP. LTDA.","CACERES","Montehermoso","10810","Sociedades Cooperativas de Trabajo Asociado",13/07/83
"EXT-1242","SAN BARTOLOMÉ DEL MUEBLE, S. COOP. LTDA.","CACERES","Montehermoso","10810","Sociedades Cooperativas de Trabajo Asociado",21/12/82
"EXT-004","UCONOR S. COOP. LTDA.","CACERES","Moraleja","10840","Segundo Grado",26/12/95
21694,"SOCIEDAD COOPERATIVA ARRAGO","CACERES","Moraleja","10840","Sociedades Cooperativas Agrarias",18/05/76
"EXT-410","INVERNADEROS VALLE ALAGÓN-ARRAGO, S. COOP.","CACERES","Moraleja","10840","Sociedades Cooperativas Agrarias",09/07/02
"EXT-417","LAS PORCIONES SOCIEDAD COOPERATIVA","CACERES","Moraleja","10840","Sociedades Cooperativas Agrarias",11/04/02
"EXT-657","SOCIEDAD COOPERATIVA EXTREMEÑA DE PRODUCTOS ACUÍCOLAS","CACERES","Moraleja","10840","Sociedades Cooperativas Agrarias",11/04/03
"EXT-662","S. COOP. MOCARVA","CACERES","Moraleja","10840","Sociedades Cooperativas Agrarias",19/10/93
"EXT-757","LA ALAMEDA DE MORALEJA, S. COOP.","CACERES","Moraleja","10840","Sociedades Cooperativas Agrarias",10/12/85
"CC-167","FRAMIJU, S. COOP. LTDA.","CACERES","Moraleja","10840","Sociedades Cooperativas de Trabajo Asociado",19/03/86
"EXT-391","JUGAS S. COOP.","CACERES","Moraleja","10840","Sociedades Cooperativas de Trabajo Asociado",09/06/97
"EXT-755","ESTRUCTURAS SIERRA DE GATA, S. COOP.","CACERES","Moraleja","10840","Sociedades Cooperativas de Trabajo Asociado",13/10/04
"EXT-325","SOCIEDAD COOPERATIVA DEL CAMPO","CACERES","Navaconcejo","10613","Sociedades Cooperativas Agrarias",28/12/45
"EXT-813","CAMPO ALBA, S. COOP.","CACERES","Navaconcejo","10613","Sociedades Cooperativas Agrarias",23/03/09
"EXT-482","COOPERATIVA AGRARIA DE NAVACONCEJO, S. COOP.","CACERES","Navaconcejo","10613","Sociedades Cooperativas Agroalimentarias",02/03/89
"EXT-1257","LA CABRA TIRA AL JERTE, S. COOP. ESPECIAL","CACERES","Navaconcejo","10613","Sociedades Cooperativas de Trabajo Asociado",24/02/21
"CC-165","SOCIEDAD COOPERATIVA LIMITADA COFRUVE","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas Agrarias",05/03/86
"EXT-034","HORTICOLA ALTA DE EXTREMADURA, S. COOP.","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas Agrarias",04/02/00
"EXT-564","SOCIEDAD COOPERATIVA DEL CAMPO","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas Agrarias",24/07/64
"EXT-886","S. COOP. JARA DEL ROMERAL","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas Agrarias",27/05/94
"SMT-1591","GRUTABA, SOCIEDAD COOPERATIVA","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas Agrarias",25/11/92
"CC-073","SOCIEDAD COOPERATIVA DE ENSEÑANZA VIRGEN DE LAS ANGUSTIAS DE NAVALMORAL DE LA MATA, S. COOP. LTDA.","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas de Enseñanza",02/08/82
"10-CC-443","LIMPIEZAS ARCO-IRIS SOCIEDAD COOPERATIVA","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas de Trabajo Asociado",25/11/93
"10-CC-447","JARDENA, S.COOP.","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas de Trabajo Asociado",28/01/94
"10-CC-458","ARTESANOS JOVENES DE LA MADERA, SOCIEDAD COOPERATIVA","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas de Trabajo Asociado",22/07/94
"CC-134","COPREX, S. COOP. LTDA.","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas de Trabajo Asociado",13/05/85
"EXT-219","SOCIEDAD COOPERATIVA TALLERES ARAÑUELO","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas de Trabajo Asociado",20/02/84
"EXT-769","AMBULANCIAS ARAVEI, S. COOP.","CACERES","Navalmoral de la Mata","10300","Sociedades Cooperativas de Trabajo Asociado",08/11/95
"EXT-594","SOCIEDAD COOPERATIVA DEL CAMPO ""SAN ROQUE""","CACERES","Navalvillar de Ibor","10341","Sociedades Cooperativas Agrarias",01/12/67
"EXT-194","SOCIEDAD COOPERATIVA DEL CAMPO SANTO DOMINGO DE GUZMÁN","CACERES","Navas del Madroño","10930","Sociedades Cooperativas Agrarias",09/03/79
"CC-188","SOCIEDAD COOPERATIVA LIMITADA MUTRAVEN","CACERES","Navas del Madroño","10930","Sociedades Cooperativas de Trabajo Asociado",17/09/86
"CC-200","SOCIEDAD COOPERATIVA LIMITADA NAVATRASIERRA","CACERES","Navatrasierra","10331","Sociedades Cooperativas Agrarias",03/03/87
"EXT-399","SOCIEDAD COOPERATIVA AGROPECUARIA LAS VILLUERCAS","CACERES","Navezuelas","10374","Sociedades Cooperativas Agrarias",13/02/73
"CC-130","CONSTRUCTORA LOS CASTAÑOS, S. COOP. LTDA.","CACERES","Navezuelas","10374","Sociedades Cooperativas de Trabajo Asociado",09/04/85
23947,"SOCIEDAD COOPERATIVA SAN BLAS","CACERES","Oliva de Plasencia","10667","Sociedades Cooperativas Agrarias",06/07/78
"EXT-407","SOCIEDAD COOPERATIVA SAN MIGUEL ARCÁNGEL","CACERES","Palomero","10660","Sociedades Cooperativas Agrarias",30/12/65
"EXT-738","S. COOP. ACEITUNERA S. PEDRO DE ALCANTARA","CACERES","Palomero","10660","Sociedades Cooperativas Agrarias",31/07/91
"EXT-747","SOCIEDAD COOPERATIVA TRASIERRA DE GRANADILLA","CACERES","Palomero","10660","Sociedades Cooperativas de Trabajo Asociado",21/06/99
"EXT-264","NUESTRA SEÑORA DE LA BLANCA, S. COOP.","CACERES","Pasaron de la Vera","10411","Sociedades Cooperativas Agroalimentarias",15/10/73
"EXT-719","SOCIEDAD COOPERATIVA DEL CAMPO VIRGEN DE FÁTIMA DE PEDRO MUÑOZ","CACERES","Pedro Muñoz","10630","Sociedades Cooperativas Agrarias",29/01/82
"EXT-656","SOCIEDAD COOPERATIVA CAMPANA DE LA MATA","CACERES","Peraleda de la Mata","10335","Sociedades Cooperativas Agrarias",05/09/74
7105,"COOPERATIVA LOCAL DEL CAMPO SAN ROMÁN","CACERES","Peraleda de San Roman","10334","Sociedades Cooperativas Agrarias",11/06/56
"EXT-789","SOCIEDAD COOPERATIVA LA PERALIEGA","CACERES","Perales del Puerto","10896","Sociedades Cooperativas Agrarias",07/06/85
"10-CC-286","CHAMPIDEX PERALES DEL PUERTO, S. COOP.","CACERES","Perales del Puerto","10896","Sociedades Cooperativas de Trabajo Asociado",13/10/89
"EXT-754","SOCIEDAD COOPERATIVA LOCAL DEL CAMPO SAN FRANCISCO JAVIER","CACERES","Pesga (La)","10649","Sociedades Cooperativas Agrarias",26/02/68
15384,"COOPERATIVA LOCAL DEL CAMPO NUESTRA SEÑORA DE LA MONTAÑA","CACERES","Pinofranqueado","10630","Sociedades Cooperativas Agrarias",30/12/67
22905,"SOCIEDAD COOPERATIVA AGROPECUARIA DE LAS HURDES","CACERES","Pinofranqueado","10630","Sociedades Cooperativas Agrarias",11/06/77
"EXT-041","APIHURDES, S. COOP.","CACERES","Pinofranqueado","10630","Sociedades Cooperativas Agrarias",15/04/92
"EXT-1187","LABERINTO HURDANO, S. COOP. ESPECIAL","CACERES","Pinofranqueado","10630","Sociedades Cooperativas de Trabajo Asociado",13/08/18
"EXT-712","PICOAG COOPERATIVA AGRARIA S. COOP.","CACERES","Piornal","10615","Sociedades Cooperativas Agrarias",27/03/03
